workerid,proliferate.condition,practiceResp,error
204,3,"practice,0,0,F40H.webm,77,word,1659021384839,1659021392135,7296,false,false;practice,1,2,FN6M.webm,88,non-word,1659021396570,1659021403300,6730,false,false;practice,2,3,F2H-CATCH.webm,77,word,1659021407083,1659021414045,6962,true,false;practice,3,4,F4M.webm,77,word,1659021420556,1659021423235,2679,false,false;practice,4,5,FN1H.webm,88,non-word,1659021426299,1659021429149,2850,false,false;practice,5,1,FN86H-CATCH.webm,66,,1659021431330,1659021434380,3050,true,true;",
315,3,"practice,0,4,F4M.webm,77,word,1659021656954,1659021663815,6861,false,false;practice,1,0,F40H.webm,77,word,1659021668304,1659021670939,2635,false,false;practice,2,1,FN86H-CATCH.webm,77,word,1659021672800,1659021675833,3033,true,false;practice,3,5,FN1H.webm,66,,1659021681126,1659021683302,2176,false,true;practice,4,2,FN6M.webm,88,non-word,1659021688298,1659021691276,2978,false,false;practice,5,3,F2H-CATCH.webm,77,word,1659021693358,1659021696065,2707,true,false;",
267,3,"practice,0,3,F2H-CATCH.webm,77,word,1659021482269,1659021486933,4664,true,false;practice,1,4,F4M.webm,77,word,1659021510980,1659021514461,3481,false,false;practice,2,0,F40H.webm,77,word,1659021518692,1659021521652,2960,false,false;practice,3,1,FN86H-CATCH.webm,66,,1659021523964,1659021527181,3217,true,true;practice,4,5,FN1H.webm,88,non-word,1659021529581,1659021533261,3680,false,false;practice,5,2,FN6M.webm,88,non-word,1659021536821,1659021539484,2663,false,false;",
283,3,"practice,0,0,F40H.webm,77,word,1659021442238,1659021453504,11266,false,false;practice,1,5,FN1H.webm,88,non-word,1659021458291,1659021461223,2932,false,false;practice,2,3,F2H-CATCH.webm,66,,1659021463210,1659021466839,3629,true,true;practice,3,2,FN6M.webm,88,non-word,1659021469118,1659021472439,3321,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659021474474,1659021477015,2541,true,true;practice,5,4,F4M.webm,77,word,1659021478978,1659021482175,3197,false,false;",
291,3,"practice,0,5,FN1H.webm,88,non-word,1659021511130,1659021516356,5226,false,false;practice,1,2,FN6M.webm,88,non-word,1659021525480,1659021529728,4248,false,false;practice,2,3,F2H-CATCH.webm,77,word,1659021531909,1659021535938,4029,true,false;practice,3,4,F4M.webm,77,word,1659021555009,1659021560081,5072,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659021563414,1659021566406,2992,true,true;practice,5,0,F40H.webm,77,word,1659021572106,1659021575426,3320,false,false;",
213,3,"practice,0,4,F4M.webm,77,word,1659021840047,1659021845678,5631,false,false;practice,1,1,FN86H-CATCH.webm,88,non-word,1659021848804,1659021852347,3543,true,false;practice,2,2,FN6M.webm,88,non-word,1659021866325,1659021870157,3832,false,false;practice,3,5,FN1H.webm,88,non-word,1659021874198,1659021877442,3244,false,false;practice,4,0,F40H.webm,77,word,1659021881224,1659021884299,3075,false,false;practice,5,3,F2H-CATCH.webm,66,,1659021887034,1659021890468,3434,true,true;",
250,2,"practice,0,4,F4M.webm,88,word,1659021587558,1659021589625,2067,false,false;practice,1,1,FN86H-CATCH.webm,66,,1659021595752,1659021597437,1685,true,true;practice,2,0,F40H.webm,88,word,1659021602644,1659021605530,2886,false,false;practice,3,2,FN6M.webm,77,non-word,1659021608011,1659021611078,3067,false,false;practice,4,3,F2H-CATCH.webm,66,,1659021613486,1659021616195,2709,true,true;practice,5,5,FN1H.webm,77,non-word,1659021619088,1659021622135,3047,false,false;",
227,2,"practice,0,5,FN1H.webm,77,non-word,1659021387486,1659021391729,4243,false,false;practice,1,3,F2H-CATCH.webm,66,,1659021395294,1659021397600,2306,true,true;practice,2,2,FN6M.webm,77,non-word,1659021400258,1659021403312,3054,false,false;practice,3,1,FN86H-CATCH.webm,66,,1659021406261,1659021408745,2484,true,true;practice,4,0,F40H.webm,88,word,1659021411560,1659021415200,3640,false,false;practice,5,4,F4M.webm,88,word,1659021418158,1659021420456,2298,false,false;",
314,2,"practice,0,5,FN1H.webm,88,word,1659021663854,1659021669268,5414,false,false;practice,1,4,F4M.webm,88,word,1659021682246,1659021684392,2146,false,false;practice,2,1,FN86H-CATCH.webm,77,non-word,1659021687875,1659021690347,2472,true,false;practice,3,3,F2H-CATCH.webm,66,,1659021700774,1659021703106,2332,true,true;practice,4,2,FN6M.webm,77,non-word,1659021706338,1659021709354,3016,false,false;practice,5,0,F40H.webm,88,word,1659021712688,1659021715238,2550,false,false;",
282,2,"practice,0,5,FN1H.webm,77,non-word,1659021584298,1659021599353,15055,false,false;practice,1,1,FN86H-CATCH.webm,77,non-word,1659021606594,1659021610699,4105,true,false;practice,2,2,FN6M.webm,77,non-word,1659021625596,1659021630253,4657,false,false;practice,3,3,F2H-CATCH.webm,66,,1659021633143,1659021638977,5834,true,true;practice,4,0,F40H.webm,88,word,1659021643774,1659021647316,3542,false,false;practice,5,4,F4M.webm,88,word,1659021649372,1659021652330,2958,false,false;",
290,2,"practice,0,0,F40H.webm,88,word,1659021501078,1659021509832,8754,false,false;practice,1,5,FN1H.webm,77,non-word,1659021515226,1659021520022,4796,false,false;practice,2,2,FN6M.webm,77,non-word,1659021523931,1659021531285,7354,false,false;practice,3,4,F4M.webm,88,word,1659021536190,1659021539598,3408,false,false;practice,4,1,FN86H-CATCH.webm,88,word,1659021542209,1659021548199,5990,true,false;practice,5,3,F2H-CATCH.webm,66,,1659021560072,1659021565000,4928,true,true;",
203,2,"practice,0,2,FN6M.webm,77,non-word,1659021567973,1659021571703,3730,false,false;practice,1,3,F2H-CATCH.webm,66,,1659021576884,1659021578518,1634,true,true;practice,2,5,FN1H.webm,77,non-word,1659021581534,1659021588632,7098,false,false;practice,3,4,F4M.webm,88,word,1659021592110,1659021594465,2355,false,false;practice,4,0,F40H.webm,88,word,1659021597135,1659021602538,5403,false,false;practice,5,1,FN86H-CATCH.webm,66,,1659021606213,1659021607908,1695,true,true;",
347,2,"practice,0,3,F2H-CATCH.webm,88,word,1659022804812,1659022810059,5247,true,false;practice,1,5,FN1H.webm,77,non-word,1659022845565,1659022849050,3485,false,false;practice,2,4,F4M.webm,88,word,1659022862202,1659022866818,4616,false,false;practice,3,0,F40H.webm,88,word,1659022869502,1659022872207,2705,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659022874632,1659022876955,2323,true,true;practice,5,2,FN6M.webm,77,non-word,1659022879082,1659022882444,3362,false,false;",
298,2,"practice,0,2,FN6M.webm,77,non-word,1659021509814,1659021512882,3068,false,false;practice,1,4,F4M.webm,88,word,1659021517549,1659021520296,2747,false,false;practice,2,1,FN86H-CATCH.webm,66,,1659021523421,1659021528256,4835,true,true;practice,3,3,F2H-CATCH.webm,66,,1659021533363,1659021535376,2013,true,true;practice,4,0,F40H.webm,88,word,1659021539526,1659021541704,2178,false,false;practice,5,5,FN1H.webm,77,non-word,1659021544798,1659021547617,2819,false,false;",
274,2,"practice,0,3,F2H-CATCH.webm,88,word,1659021570019,1659021574932,4913,true,false;practice,1,5,FN1H.webm,77,non-word,1659021581862,1659021585455,3593,false,false;practice,2,1,FN86H-CATCH.webm,66,,1659021588655,1659021591395,2740,true,true;practice,3,0,F40H.webm,88,word,1659021593725,1659021597698,3973,false,false;practice,4,2,FN6M.webm,77,non-word,1659021599920,1659021603543,3623,false,false;practice,5,4,F4M.webm,88,word,1659021606051,1659021608486,2435,false,false;",
193,2,"practice,0,5,FN1H.webm,77,non-word,1657218194834,1657218200455,5621,false,false;practice,1,0,F40H.webm,88,word,1657218205582,1657218209610,4028,false,false;practice,2,2,FN6M.webm,77,non-word,1657218213291,1657218217530,4239,false,false;practice,3,1,FN86H-CATCH.webm,88,word,1657218220250,1657218223466,3216,true,false;practice,4,4,F4M.webm,88,word,1657218244422,1657218248218,3796,false,false;practice,5,3,F2H-CATCH.webm,66,,1657218251086,1657218253834,2748,true,true;",
306,2,"practice,0,2,FN6M.webm,77,non-word,1659022025395,1659022030536,5141,false,false;practice,1,1,FN86H-CATCH.webm,66,,1659022034494,1659022036740,2246,true,true;practice,2,0,F40H.webm,88,word,1659022040394,1659022043315,2921,false,false;practice,3,3,F2H-CATCH.webm,66,,1659022045508,1659022047951,2443,true,true;practice,4,4,F4M.webm,88,word,1659022050008,1659022052802,2794,false,false;practice,5,5,FN1H.webm,77,non-word,1659022054659,1659022057443,2784,false,false;",
266,2,"practice,0,3,F2H-CATCH.webm,88,word,1659021716843,1659021720549,3706,true,false;practice,1,0,F40H.webm,88,word,1659021731485,1659021734288,2803,false,false;practice,2,4,F4M.webm,88,word,1659021740254,1659021742979,2725,false,false;practice,3,2,FN6M.webm,77,non-word,1659021745422,1659021747868,2446,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659021750685,1659021753251,2566,true,true;practice,5,5,FN1H.webm,77,non-word,1659021760469,1659021763037,2568,false,false;",
344,2,"practice,0,1,FN86H-CATCH.webm,77,non-word,1659022731925,1659022736391,4466,true,false;practice,1,4,F4M.webm,88,word,1659022750150,1659022753732,3582,false,false;practice,2,2,FN6M.webm,77,non-word,1659022757210,1659022760775,3565,false,false;practice,3,0,F40H.webm,88,word,1659022763995,1659022768586,4591,false,false;practice,4,3,F2H-CATCH.webm,88,word,1659022771139,1659022774117,2978,true,false;practice,5,5,FN1H.webm,77,non-word,1659022778470,1659022782614,4144,false,false;",
212,2,"practice,0,4,F4M.webm,88,word,1659021422864,1659021428686,5822,false,false;practice,1,0,F40H.webm,88,word,1659021434702,1659021439660,4958,false,false;practice,2,2,FN6M.webm,77,non-word,1659021442553,1659021446823,4270,false,false;practice,3,3,F2H-CATCH.webm,88,word,1659021450196,1659021453714,3518,true,false;practice,4,5,FN1H.webm,77,non-word,1659021462983,1659021469546,6563,false,false;practice,5,1,FN86H-CATCH.webm,66,,1659021472270,1659021475263,2993,true,true;",
199,1,"practice,0,3,F2H-CATCH.webm,88,word,1659021261781,1659021264678,2897,true,false;practice,1,4,F4M.webm,88,word,1659021275296,1659021278021,2725,false,false;practice,2,0,F40H.webm,88,word,1659021280800,1659021285765,4965,false,false;practice,3,1,FN86H-CATCH.webm,66,,1659021288249,1659021291237,2988,true,true;practice,4,5,FN1H.webm,77,non-word,1659021294101,1659021297374,3273,false,false;practice,5,2,FN6M.webm,77,non-word,1659021300589,1659021304182,3593,false,false;",
206,1,"practice,0,3,F2H-CATCH.webm,88,word,1659021228432,1659021232052,3620,true,false;practice,1,1,FN86H-CATCH.webm,66,,1659021243781,1659021246899,3118,true,true;practice,2,0,F40H.webm,88,word,1659021250436,1659021252995,2559,false,false;practice,3,5,FN1H.webm,77,non-word,1659021255074,1659021257787,2713,false,false;practice,4,2,FN6M.webm,77,non-word,1659021259880,1659021262643,2763,false,false;practice,5,4,F4M.webm,88,word,1659021265095,1659021267531,2436,false,false;",
285,1,"practice,0,5,FN1H.webm,77,non-word,1659021938928,1659021951368,12440,false,false;practice,1,2,FN6M.webm,77,non-word,1659021957840,1659021961453,3613,false,false;practice,2,4,F4M.webm,88,word,1659021967265,1659021971228,3963,false,false;practice,3,1,FN86H-CATCH.webm,66,,1659021975283,1659021978092,2809,true,true;practice,4,0,F40H.webm,88,word,1659021981847,1659021989325,7478,false,false;practice,5,3,F2H-CATCH.webm,66,,1659021994402,1659021996796,2394,true,true;",
293,1,"practice,0,4,F4M.webm,88,word,1659021365851,1659021374182,8331,false,false;practice,1,1,FN86H-CATCH.webm,88,word,1659021379191,1659021382957,3766,true,false;practice,2,2,FN6M.webm,77,non-word,1659021392127,1659021394725,2598,false,false;practice,3,5,FN1H.webm,77,non-word,1659021396751,1659021399301,2550,false,false;practice,4,3,F2H-CATCH.webm,66,,1659021401007,1659021403093,2086,true,true;practice,5,0,F40H.webm,88,word,1659021405479,1659021407677,2198,false,false;",
230,1,"practice,0,5,FN1H.webm,77,non-word,1659022087290,1659022097296,10006,false,false;practice,1,3,F2H-CATCH.webm,88,word,1659022102426,1659022106728,4302,true,false;practice,2,2,FN6M.webm,77,non-word,1659022109756,1659022113717,3961,false,false;practice,3,1,FN86H-CATCH.webm,77,non-word,1659022117184,1659022121922,4738,true,false;practice,4,0,F40H.webm,88,word,1659022134131,1659022139665,5534,false,false;practice,5,4,F4M.webm,88,word,1659022142329,1659022146354,4025,false,false;",
215,1,"practice,0,1,FN86H-CATCH.webm,77,non-word,1659021245097,1659021248613,3516,true,false;practice,1,4,F4M.webm,88,word,1659021257805,1659021260148,2343,false,false;practice,2,3,F2H-CATCH.webm,66,,1659021263668,1659021270715,7047,true,true;practice,3,2,FN6M.webm,77,non-word,1659021274387,1659021276743,2356,false,false;practice,4,0,F40H.webm,88,word,1659021281807,1659021286367,4560,false,false;practice,5,5,FN1H.webm,77,non-word,1659021289248,1659021294958,5710,false,false;",
269,1,"practice,0,3,F2H-CATCH.webm,88,word,1659021397706,1659021403546,5840,true,false;practice,1,5,FN1H.webm,77,non-word,1659021412235,1659021417408,5173,false,false;practice,2,0,F40H.webm,88,word,1659021421406,1659021426260,4854,false,false;practice,3,2,FN6M.webm,77,non-word,1659021430056,1659021434232,4176,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659021437596,1659021441043,3447,true,true;practice,5,4,F4M.webm,88,word,1659021444011,1659021447751,3740,false,false;",
245,1,"practice,0,1,FN86H-CATCH.webm,77,non-word,1659021613166,1659021621144,7978,true,false;practice,1,2,FN6M.webm,77,non-word,1659021642845,1659021648284,5439,false,false;practice,2,5,FN1H.webm,88,word,1659021651112,1659021656739,5627,false,false;practice,3,4,F4M.webm,88,word,1659021658862,1659021663002,4140,false,false;practice,4,3,F2H-CATCH.webm,88,word,1659021666133,1659021668825,2692,true,false;practice,5,0,F40H.webm,88,word,1659021676295,1659021679503,3208,false,false;",
309,1,"practice,0,0,F40H.webm,88,word,1659021517583,1659021525120,7537,false,false;practice,1,5,FN1H.webm,77,non-word,1659021530831,1659021534009,3178,false,false;practice,2,4,F4M.webm,88,word,1659021537752,1659021541411,3659,false,false;practice,3,1,FN86H-CATCH.webm,77,non-word,1659021544667,1659021546996,2329,true,false;practice,4,2,FN6M.webm,77,non-word,1659021559089,1659021561863,2774,false,false;practice,5,3,F2H-CATCH.webm,66,,1659021565723,1659021568173,2450,true,true;",
237,1,"practice,0,0,F40H.webm,88,word,1659021494324,1659021497917,3593,false,false;practice,1,1,FN86H-CATCH.webm,77,non-word,1659021502974,1659021508672,5698,true,false;practice,2,4,F4M.webm,88,word,1659021524941,1659021528721,3780,false,false;practice,3,3,F2H-CATCH.webm,66,,1659021531564,1659021534133,2569,true,true;practice,4,5,FN1H.webm,77,non-word,1659021537214,1659021540568,3354,false,false;practice,5,2,FN6M.webm,77,non-word,1659021543559,1659021546747,3188,false,false;",
317,1,"practice,0,3,F2H-CATCH.webm,88,word,1659021905434,1659021908005,2571,true,false;practice,1,2,FN6M.webm,77,non-word,1659021918414,1659021921568,3154,false,false;practice,2,0,F40H.webm,88,word,1659021925588,1659021927821,2233,false,false;practice,3,5,FN1H.webm,77,non-word,1659021930243,1659021932769,2526,false,false;practice,4,1,FN86H-CATCH.webm,77,non-word,1659021934759,1659021937306,2547,true,false;practice,5,4,F4M.webm,88,word,1659021944291,1659021946713,2422,false,false;",
301,1,"practice,0,3,F2H-CATCH.webm,88,word,1659021625447,1659021632173,6726,true,false;practice,1,0,F40H.webm,88,word,1659021651689,1659021654212,2523,false,false;practice,2,4,F4M.webm,88,word,1659021657058,1659021659428,2370,false,false;practice,3,2,FN6M.webm,77,non-word,1659021662233,1659021665108,2875,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659021669703,1659021672285,2582,true,true;practice,5,5,FN1H.webm,77,non-word,1659021675647,1659021678796,3149,false,false;",
222,1,"practice,0,1,FN86H-CATCH.webm,77,non-word,1659021636822,1659021649710,12888,true,false;practice,1,5,FN1H.webm,77,non-word,1659021655546,1659021660123,4577,false,false;practice,2,2,FN6M.webm,77,non-word,1659021663317,1659021666027,2710,false,false;practice,3,4,F4M.webm,88,word,1659021669318,1659021676428,7110,false,false;practice,4,3,F2H-CATCH.webm,88,word,1659021679522,1659021682083,2561,true,false;practice,5,0,F40H.webm,88,word,1659021690724,1659021694428,3704,false,false;",
334,1,"practice,0,0,F40H.webm,88,word,1659022132256,1659022135728,3472,false,false;practice,1,5,FN1H.webm,77,non-word,1659022139598,1659022143569,3971,false,false;practice,2,1,FN86H-CATCH.webm,66,,1659022145981,1659022148506,2525,true,true;practice,3,3,F2H-CATCH.webm,66,,1659022150847,1659022152996,2149,true,true;practice,4,2,FN6M.webm,77,non-word,1659022155498,1659022158194,2696,false,false;practice,5,4,F4M.webm,88,word,1659022160384,1659022163658,3274,false,false;",
351,1,"practice,0,5,FN1H.webm,77,non-word,1659022768842,1659022779044,10202,false,false;practice,1,0,F40H.webm,88,word,1659022785965,1659022789632,3667,false,false;practice,2,3,F2H-CATCH.webm,66,,1659022792925,1659022796608,3683,true,true;practice,3,4,F4M.webm,88,word,1659022799674,1659022803696,4022,false,false;practice,4,2,FN6M.webm,77,non-word,1659022806836,1659022810311,3475,false,false;practice,5,1,FN86H-CATCH.webm,66,,1659022813424,1659022815936,2512,true,true;",
185,11,"practice,0,3,F2H-CATCH.webm,77,word,1657218005279,1657218011110,5831,true,false;practice,1,5,FN1H.webm,88,non-word,1657218036909,1657218040554,3645,false,false;practice,2,2,FN6M.webm,88,non-word,1657218045625,1657218048726,3101,false,false;practice,3,4,F4M.webm,77,word,1657218052255,1657218054885,2630,false,false;practice,4,0,F40H.webm,77,word,1657218057774,1657218060367,2593,false,false;practice,5,1,FN86H-CATCH.webm,66,,1657218063107,1657218065568,2461,true,true;",
325,16,"practice,0,5,FN1H.webm,88,non-word,1659021620134,1659021625657,5523,false,false;practice,1,0,F40H.webm,77,word,1659021628828,1659021631112,2284,false,false;practice,2,4,F4M.webm,77,word,1659021633207,1659021635088,1881,false,false;practice,3,3,F2H-CATCH.webm,66,,1659021636519,1659021638232,1713,true,true;practice,4,1,FN86H-CATCH.webm,66,,1659021640426,1659021641736,1310,true,true;practice,5,2,FN6M.webm,88,non-word,1659021643175,1659021647112,3937,false,false;",
183,16,"practice,0,3,F2H-CATCH.webm,77,word,1657216622977,1657216627480,4503,true,false;practice,1,4,F4M.webm,77,word,1657216640571,1657216643984,3413,false,false;practice,2,1,FN86H-CATCH.webm,66,,1657216646795,1657216649634,2839,true,true;practice,3,5,FN1H.webm,88,non-word,1657216652452,1657216656606,4154,false,false;practice,4,0,F40H.webm,77,word,1657216659884,1657216663609,3725,false,false;practice,5,2,FN6M.webm,88,non-word,1657216666970,1657216670242,3272,false,false;",
328,16,"practice,0,0,F40H.webm,77,word,1659021767959,1659021774406,6447,false,false;practice,1,3,F2H-CATCH.webm,77,word,1659021778942,1659021781250,2308,true,false;practice,2,4,F4M.webm,77,word,1659021800806,1659021803836,3030,false,false;practice,3,5,FN1H.webm,88,non-word,1659021807317,1659021810468,3151,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659021813308,1659021817133,3825,true,true;practice,5,2,FN6M.webm,88,non-word,1659021820627,1659021823627,3000,false,false;",
322,14,"practice,0,0,F40H.webm,88,word,1659021633631,1659021638916,5285,false,false;practice,1,3,F2H-CATCH.webm,88,word,1659021643793,1659021647011,3218,true,false;practice,2,4,F4M.webm,88,word,1659021656322,1659021658940,2618,false,false;practice,3,1,FN86H-CATCH.webm,66,,1659021666761,1659021670013,3252,true,true;practice,4,5,FN1H.webm,77,non-word,1659021675923,1659021678836,2913,false,false;practice,5,2,FN6M.webm,77,non-word,1659021681891,1659021684884,2993,false,false;",
187,14,"practice,0,5,FN1H.webm,77,non-word,1657217091739,1657217098203,6464,false,false;practice,1,4,F4M.webm,88,word,1657217101687,1657217105078,3391,false,false;practice,2,2,FN6M.webm,77,non-word,1657217108384,1657217112363,3979,false,false;practice,3,0,F40H.webm,88,word,1657217115083,1657217117980,2897,false,false;practice,4,3,F2H-CATCH.webm,66,,1657217119968,1657217123258,3290,true,true;practice,5,1,FN86H-CATCH.webm,66,,1657217125675,1657217128427,2752,true,true;",
330,14,"practice,0,3,F2H-CATCH.webm,88,word,1659021836497,1659021840862,4365,true,false;practice,1,4,F4M.webm,66,,1659021852425,1659021855325,2900,false,true;practice,2,2,FN6M.webm,77,non-word,1659021860069,1659021863729,3660,false,false;practice,3,5,FN1H.webm,77,non-word,1659021866803,1659021871610,4807,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659021874935,1659021877748,2813,true,true;practice,5,0,F40H.webm,88,word,1659021880154,1659021884328,4174,false,false;",
180,15,"practice,0,0,F40H.webm,77,word,1657217390010,1657217396383,6373,false,false;practice,1,2,FN6M.webm,88,non-word,1657217401405,1657217405933,4528,false,false;practice,2,4,F4M.webm,77,word,1657217408997,1657217412789,3792,false,false;practice,3,3,F2H-CATCH.webm,77,word,1657217415491,1657217418856,3365,true,false;practice,4,1,FN86H-CATCH.webm,66,,1657217431878,1657217434903,3025,true,true;practice,5,5,FN1H.webm,88,non-word,1657217437679,1657217441385,3706,false,false;",
320,15,"practice,0,2,FN6M.webm,88,non-word,1659021646327,1659021653175,6848,false,false;practice,1,3,F2H-CATCH.webm,66,,1659021658565,1659021661698,3133,true,true;practice,2,5,FN1H.webm,88,non-word,1659021665486,1659021669978,4492,false,false;practice,3,1,FN86H-CATCH.webm,66,,1659021672931,1659021675193,2262,true,true;practice,4,4,F4M.webm,77,word,1659021678168,1659021681980,3812,false,false;practice,5,0,F40H.webm,77,word,1659021684605,1659021688544,3939,false,false;",
192,15,"practice,0,2,FN6M.webm,88,non-word,1657217520761,1657217525794,5033,false,false;practice,1,3,F2H-CATCH.webm,77,word,1657217529071,1657217531952,2881,true,false;practice,2,1,FN86H-CATCH.webm,66,,1657217544035,1657217547374,3339,true,true;practice,3,5,FN1H.webm,88,non-word,1657217551156,1657217555344,4188,false,false;practice,4,4,F4M.webm,77,word,1657217559119,1657217561813,2694,false,false;practice,5,0,F40H.webm,77,word,1657217565022,1657217568049,3027,false,false;",
176,9,"practice,0,2,FN6M.webm,77,non-word,1657218993477,1657218997373,3896,false,false;practice,1,4,F4M.webm,88,word,1657219001183,1657219003877,2694,false,false;practice,2,3,F2H-CATCH.webm,88,word,1657219006234,1657219008815,2581,true,false;practice,3,1,FN86H-CATCH.webm,77,non-word,1657219016759,1657219019682,2923,true,false;practice,4,5,FN1H.webm,77,non-word,1657219026506,1657219030543,4037,false,false;practice,5,0,F40H.webm,88,word,1657219032745,1657219036062,3317,false,false;",
321,9,"practice,0,2,FN6M.webm,77,non-word,1659022027524,1659022033744,6220,false,false;practice,1,5,FN1H.webm,77,non-word,1659022038722,1659022043333,4611,false,false;practice,2,1,FN86H-CATCH.webm,77,non-word,1659022051562,1659022056403,4841,true,false;practice,3,4,F4M.webm,88,word,1659022067638,1659022073998,6360,false,false;practice,4,3,F2H-CATCH.webm,77,non-word,1659022078054,1659022082507,4453,true,false;practice,5,0,F40H.webm,88,word,1659022091145,1659022096012,4867,false,false;",
197,12,"practice,0,2,FN6M.webm,88,non-word,1657219651533,1657219656099,4566,false,false;practice,1,5,FN1H.webm,88,non-word,1657219660267,1657219662948,2681,false,false;practice,2,1,FN86H-CATCH.webm,88,non-word,1657219665428,1657219668196,2768,true,false;practice,3,0,F40H.webm,77,word,1657219672402,1657219675108,2706,false,false;practice,4,4,F4M.webm,77,word,1657219677725,1657219680083,2358,false,false;practice,5,3,F2H-CATCH.webm,66,,1657219681618,1657219685173,3555,true,true;",
324,12,"practice,0,2,FN6M.webm,77,word,1659022089927,1659022105968,16041,false,false;practice,1,0,F40H.webm,88,non-word,1659022122389,1659022130978,8589,false,false;practice,2,4,F4M.webm,77,word,1659022159957,1659022166356,6399,false,false;practice,3,3,F2H-CATCH.webm,77,word,1659022172075,1659022176209,4134,true,false;practice,4,1,FN86H-CATCH.webm,66,,1659022187150,1659022189984,2834,true,true;practice,5,5,FN1H.webm,77,word,1659022194931,1659022198859,3928,false,false;",
329,12,"practice,0,2,FN6M.webm,88,non-word,1659021699554,1659021704489,4935,false,false;practice,1,3,F2H-CATCH.webm,66,,1659021711107,1659021717688,6581,true,true;practice,2,1,FN86H-CATCH.webm,66,,1659021721494,1659021722792,1298,true,true;practice,3,4,F4M.webm,77,word,1659021725762,1659021727808,2046,false,false;practice,4,0,F40H.webm,77,word,1659021730316,1659021735408,5092,false,false;practice,5,5,FN1H.webm,88,non-word,1659021738182,1659021740784,2602,false,false;",
184,12,"practice,0,3,F2H-CATCH.webm,77,word,1657218886132,1657218892333,6201,true,false;practice,1,2,FN6M.webm,88,non-word,1657218914214,1657218921116,6902,false,false;practice,2,5,FN1H.webm,88,non-word,1657218933740,1657218937499,3759,false,false;practice,3,1,FN86H-CATCH.webm,66,,1657218943323,1657218947613,4290,true,true;practice,4,4,F4M.webm,77,word,1657218953570,1657218957499,3929,false,false;practice,5,0,F40H.webm,77,word,1657218961098,1657218964914,3816,false,false;",
273,6,"practice,0,4,F4M.webm,88,word,1659021309305,1659021314514,5209,false,false;practice,1,3,F2H-CATCH.webm,88,word,1659021320520,1659021323999,3479,true,false;practice,2,2,FN6M.webm,77,non-word,1659021331297,1659021337321,6024,false,false;practice,3,5,FN1H.webm,77,non-word,1659021339633,1659021342507,2874,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659021344979,1659021348757,3778,true,true;practice,5,0,F40H.webm,88,word,1659021352475,1659021356868,4393,false,false;",
305,6,"practice,0,3,F2H-CATCH.webm,88,word,1659021525453,1659021529006,3553,true,false;practice,1,1,FN86H-CATCH.webm,66,,1659021535604,1659021538581,2977,true,true;practice,2,2,FN6M.webm,77,non-word,1659021542356,1659021545941,3585,false,false;practice,3,4,F4M.webm,88,word,1659021549029,1659021552213,3184,false,false;practice,4,0,F40H.webm,88,word,1659021554569,1659021557853,3284,false,false;practice,5,5,FN1H.webm,77,non-word,1659021564341,1659021568605,4264,false,false;",
297,6,"practice,0,2,FN6M.webm,77,non-word,1659021424521,1659021429004,4483,false,false;practice,1,3,F2H-CATCH.webm,88,word,1659021433590,1659021437068,3478,true,false;practice,2,1,FN86H-CATCH.webm,77,non-word,1659021451149,1659021454098,2949,true,false;practice,3,0,F40H.webm,88,word,1659021461971,1659021465211,3240,false,false;practice,4,4,F4M.webm,88,word,1659021468536,1659021470982,2446,false,false;practice,5,5,FN1H.webm,77,non-word,1659021473999,1659021476683,2684,false,false;",
281,6,"practice,0,0,F40H.webm,88,word,1659021484908,1659021493570,8662,false,false;practice,1,1,FN86H-CATCH.webm,66,,1659021497471,1659021502368,4897,true,true;practice,2,2,FN6M.webm,77,non-word,1659021505049,1659021509772,4723,false,false;practice,3,3,F2H-CATCH.webm,66,,1659021511930,1659021514876,2946,true,true;practice,4,5,FN1H.webm,77,non-word,1659021516844,1659021520205,3361,false,false;practice,5,4,F4M.webm,88,word,1659021522102,1659021525380,3278,false,false;",
289,6,"practice,0,2,FN6M.webm,77,non-word,1659021544332,1659021551021,6689,false,false;practice,1,0,F40H.webm,88,word,1659021558620,1659021564951,6331,false,false;practice,2,4,F4M.webm,88,word,1659021568882,1659021574370,5488,false,false;practice,3,3,F2H-CATCH.webm,88,word,1659021577559,1659021580405,2846,true,false;practice,4,1,FN86H-CATCH.webm,66,,1659021602903,1659021605413,2510,true,true;practice,5,5,FN1H.webm,77,non-word,1659021608314,1659021612201,3887,false,false;",
