workerid,proliferate.condition,practiceResp,error
264,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,5,FN1H.webm,88,non-word,1651793829786,1651793833815,4029,false,false;practice,1,4,F4M.webm,77,word,1651793836861,1651793840359,3498,false,false;practice,2,1,FN86H-CATCH.webm,88,non-word,1651793843137,1651793852078,8941,true,false;practice,3,0,F40H.webm,77,word,1651793857682,1651793861126,3444,false,false;practice,4,3,F2H-CATCH.webm,77,word,1651793865441,1651793874101,8660,true,false;practice,5,2,FN6M.webm,88,non-word,1651793877046,1651793881125,4079,false,false;",
279,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,5,FN1H.webm,88,non-word,1651794023424,1651794028806,5382,false,false;practice,1,3,F2H-CATCH.webm,77,word,1651794033268,1651794036194,2926,true,false;practice,2,0,F40H.webm,77,word,1651794049726,1651794052529,2803,false,false;practice,3,1,FN86H-CATCH.webm,88,non-word,1651794055171,1651794058465,3294,true,false;practice,4,2,FN6M.webm,88,non-word,1651794066225,1651794070124,3899,false,false;practice,5,4,F4M.webm,77,word,1651794073505,1651794076501,2996,false,false;",
150,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,2,FN6M.webm,88,non-word,1651192855990,1651192869099,13109,false,false;practice,1,0,F40H.webm,77,word,1651192874076,1651192876992,2916,false,false;practice,2,4,F4M.webm,77,word,1651192880638,1651192883256,2618,false,false;practice,3,5,FN1H.webm,88,non-word,1651192885130,1651192887775,2645,false,false;practice,4,3,F2H-CATCH.webm,77,word,1651192890240,1651192893536,3296,true,false;practice,5,1,FN86H-CATCH.webm,88,non-word,1651192908255,1651192911200,2945,true,false;",
385,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,88,non-word,1651809435411,1651809439159,3748,true,false;practice,1,3,F2H-CATCH.webm,77,word,1651809447484,1651809451581,4097,true,false;practice,2,5,FN1H.webm,88,non-word,1651809460173,1651809464408,4235,false,false;practice,3,4,F4M.webm,77,word,1651809469728,1651809473555,3827,false,false;practice,4,0,F40H.webm,77,word,1651809476508,1651809480742,4234,false,false;practice,5,2,FN6M.webm,88,non-word,1651809483944,1651809487745,3801,false,false;",
84,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,2,FN6M.webm,88,non-word,1651186424811,1651186433257,8446,false,false;practice,1,0,F40H.webm,77,word,1651186440220,1651186443820,3600,false,false;practice,2,5,FN1H.webm,88,non-word,1651186447186,1651186450243,3057,false,false;practice,3,4,F4M.webm,77,word,1651186453791,1651186456464,2673,false,false;practice,4,3,F2H-CATCH.webm,66,,1651186460713,1651186463144,2431,true,true;practice,5,1,FN86H-CATCH.webm,66,,1651186465533,1651186467654,2121,true,true;",
71,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,4,F4M.webm,77,word,1649361969810,1649361975321,5511,false,false;practice,1,3,F2H-CATCH.webm,77,word,1649361981757,1649361985656,3899,true,false;practice,2,5,FN1H.webm,88,non-word,1649362000093,1649362006829,6736,false,false;practice,3,2,FN6M.webm,88,non-word,1649362009003,1649362013055,4052,false,false;practice,4,1,FN86H-CATCH.webm,66,,1649362015784,1649362019191,3407,true,true;practice,5,0,F40H.webm,77,word,1649362021273,1649362024702,3429,false,false;",
135,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,66,,1651191073068,1651191076198,3130,true,true;practice,1,2,FN6M.webm,88,non-word,1651191084226,1651191088519,4293,false,false;practice,2,3,F2H-CATCH.webm,66,,1651191094424,1651191096484,2060,true,true;practice,3,5,FN1H.webm,88,non-word,1651191098872,1651191102498,3626,false,false;practice,4,4,F4M.webm,77,word,1651191104951,1651191108436,3485,false,false;practice,5,0,F40H.webm,77,word,1651191110487,1651191114280,3793,false,false;",
140,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,0,F40H.webm,77,word,1651191837038,1651191842470,5432,false,false;practice,1,3,F2H-CATCH.webm,88,non-word,1651191847450,1651191851127,3677,true,false;practice,2,2,FN6M.webm,88,non-word,1651191856832,1651191861133,4301,false,false;practice,3,5,FN1H.webm,88,non-word,1651191866086,1651191870309,4223,false,false;practice,4,4,F4M.webm,77,word,1651191874371,1651191878038,3667,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651191881782,1651191887608,5826,true,true;",
143,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,3,F2H-CATCH.webm,66,,1651192090745,1651192093299,2554,true,true;practice,1,0,F40H.webm,77,word,1651192097569,1651192101969,4400,false,false;practice,2,1,FN86H-CATCH.webm,88,non-word,1651192105640,1651192109945,4305,true,false;practice,3,4,F4M.webm,77,word,1651192122882,1651192126817,3935,false,false;practice,4,2,FN6M.webm,88,non-word,1651192130295,1651192133145,2850,false,false;practice,5,5,FN1H.webm,88,non-word,1651192136395,1651192139097,2702,false,false;",
295,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,3,F2H-CATCH.webm,77,word,1651794029802,1651794034517,4715,true,false;practice,1,0,F40H.webm,77,word,1651794053056,1651794057879,4823,false,false;practice,2,2,FN6M.webm,88,non-word,1651794061967,1651794066835,4868,false,false;practice,3,5,FN1H.webm,88,non-word,1651794070026,1651794074268,4242,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651794077325,1651794080681,3356,true,true;practice,5,4,F4M.webm,77,word,1651794083766,1651794087094,3328,false,false;",
435,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,2,FN6M.webm,88,non-word,1651817713810,1651817725543,11733,false,false;practice,1,0,F40H.webm,77,word,1651817735146,1651817739693,4547,false,false;practice,2,1,FN86H-CATCH.webm,88,non-word,1651817742515,1651817746468,3953,true,false;practice,3,5,FN1H.webm,88,non-word,1651817774918,1651817779999,5081,false,false;practice,4,3,F2H-CATCH.webm,66,,1651817783178,1651817785465,2287,true,true;practice,5,4,F4M.webm,77,word,1651817789151,1651817793408,4257,false,false;",
368,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,2,FN6M.webm,88,non-word,1651808075920,1651808081236,5316,false,false;practice,1,1,FN86H-CATCH.webm,88,non-word,1651808084709,1651808087222,2513,true,false;practice,2,3,F2H-CATCH.webm,66,,1651808101860,1651808103980,2120,true,true;practice,3,4,F4M.webm,77,word,1651808106517,1651808110486,3969,false,false;practice,4,0,F40H.webm,77,word,1651808113519,1651808117765,4246,false,false;practice,5,5,FN1H.webm,88,non-word,1651808134777,1651808137486,2709,false,false;",
96,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,4,F4M.webm,77,word,1651188667821,1651188671875,4054,false,false;practice,1,2,FN6M.webm,88,non-word,1651188676723,1651188679381,2658,false,false;practice,2,5,FN1H.webm,88,non-word,1651188683589,1651188686179,2590,false,false;practice,3,1,FN86H-CATCH.webm,66,,1651188689055,1651188691555,2500,true,true;practice,4,0,F40H.webm,77,word,1651188694229,1651188696818,2589,false,false;practice,5,3,F2H-CATCH.webm,66,,1651188699132,1651188701447,2315,true,true;",
426,condition=H&label=S&respKeyExp=1&respKeyTest=1,"practice,0,0,F40H.webm,77,word,1651816457801,1651816462416,4615,false,false;practice,1,4,F4M.webm,77,word,1651816472926,1651816475575,2649,false,false;practice,2,3,F2H-CATCH.webm,77,word,1651816482666,1651816486423,3757,true,false;practice,3,2,FN6M.webm,88,non-word,1651816504718,1651816509582,4864,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651816512887,1651816516286,3399,true,true;practice,5,5,FN1H.webm,88,non-word,1651816521692,1651816525030,3338,false,false;",
448,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,88,non-word,1651853100063,1651853106979,6916,true,false;practice,1,2,FN6M.webm,88,non-word,1651853112573,1651853114828,2255,false,false;practice,2,5,FN1H.webm,88,non-word,1651853117014,1651853119099,2085,false,false;practice,3,0,F40H.webm,77,word,1651853120783,1651853123555,2772,false,false;practice,4,4,F4M.webm,77,word,1651853125226,1651853129076,3850,false,false;practice,5,3,F2H-CATCH.webm,66,,1651853132070,1651853133732,1662,true,true;",
294,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,2,FN6M.webm,88,non-word,1651793964759,1651793993665,28906,false,false;practice,1,3,F2H-CATCH.webm,77,word,1651793997943,1651794000921,2978,true,false;practice,2,1,FN86H-CATCH.webm,66,,1651794013193,1651794015745,2552,true,true;practice,3,4,F4M.webm,77,word,1651794018987,1651794021489,2502,false,false;practice,4,5,FN1H.webm,88,non-word,1651794024694,1651794027433,2739,false,false;practice,5,0,F40H.webm,77,word,1651794029250,1651794031849,2599,false,false;",
366,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,88,non-word,1651807757604,1651807761090,3486,true,false;practice,1,0,F40H.webm,77,word,1651807776469,1651807780137,3668,false,false;practice,2,3,F2H-CATCH.webm,66,,1651807784157,1651807790565,6408,true,true;practice,3,5,FN1H.webm,88,non-word,1651807795370,1651807797692,2322,false,false;practice,4,2,FN6M.webm,88,non-word,1651807801177,1651807803513,2336,false,false;practice,5,4,F4M.webm,77,word,1651807806406,1651807808833,2427,false,false;",
278,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,5,FN1H.webm,88,non-word,1651793907376,1651793910987,3611,false,false;practice,1,3,F2H-CATCH.webm,66,,1651793914263,1651793917300,3037,true,true;practice,2,2,FN6M.webm,88,non-word,1651793919425,1651793924092,4667,false,false;practice,3,0,F40H.webm,77,word,1651793926302,1651793929618,3316,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651793931550,1651793933848,2298,true,true;practice,5,4,F4M.webm,77,word,1651793935668,1651793937994,2326,false,false;",
70,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,88,non-word,1649361905561,1649361915204,9643,true,false;practice,1,0,F40H.webm,77,word,1649361928985,1649361934913,5928,false,false;practice,2,2,FN6M.webm,88,non-word,1649361939193,1649361942742,3549,false,false;practice,3,5,FN1H.webm,88,non-word,1649361946157,1649361949555,3398,false,false;practice,4,4,F4M.webm,77,word,1649361951834,1649361955058,3224,false,false;practice,5,3,F2H-CATCH.webm,66,,1649361957591,1649361961048,3457,true,true;",
126,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,5,FN1H.webm,88,non-word,1651190516406,1651190520258,3852,false,false;practice,1,3,F2H-CATCH.webm,77,word,1651190523753,1651190526885,3132,true,false;practice,2,0,F40H.webm,77,word,1651190537741,1651190540941,3200,false,false;practice,3,1,FN86H-CATCH.webm,66,,1651190543487,1651190545791,2304,true,true;practice,4,4,F4M.webm,77,word,1651190548577,1651190551284,2707,false,false;practice,5,2,FN6M.webm,88,non-word,1651190553577,1651190556995,3418,false,false;",
357,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,2,FN6M.webm,88,non-word,1651807265981,1651807271798,5817,false,false;practice,1,1,FN86H-CATCH.webm,66,,1651807279408,1651807281370,1962,true,true;practice,2,3,F2H-CATCH.webm,66,,1651807284698,1651807287704,3006,true,true;practice,3,5,FN1H.webm,88,non-word,1651807291949,1651807295857,3908,false,false;practice,4,4,F4M.webm,77,word,1651807298697,1651807301471,2774,false,false;practice,5,0,F40H.webm,77,word,1651807304188,1651807307524,3336,false,false;",
127,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,0,F40H.webm,77,word,1651190652326,1651190658435,6109,false,false;practice,1,4,F4M.webm,77,word,1651190662308,1651190665233,2925,false,false;practice,2,5,FN1H.webm,88,non-word,1651190668230,1651190672033,3803,false,false;practice,3,2,FN6M.webm,88,non-word,1651190674177,1651190677561,3384,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651190680131,1651190682985,2854,true,true;practice,5,3,F2H-CATCH.webm,66,,1651190685247,1651190687040,1793,true,true;",
121,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,5,FN1H.webm,88,non-word,1651190456519,1651190460509,3990,false,false;practice,1,0,F40H.webm,77,word,1651190466380,1651190469079,2699,false,false;practice,2,1,FN86H-CATCH.webm,66,,1651190471477,1651190474141,2664,true,true;practice,3,4,F4M.webm,77,word,1651190476447,1651190479621,3174,false,false;practice,4,2,FN6M.webm,88,non-word,1651190481924,1651190485355,3431,false,false;practice,5,3,F2H-CATCH.webm,66,,1651190488004,1651190490782,2778,true,true;",
134,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,0,F40H.webm,77,word,1651190862737,1651190866454,3717,false,false;practice,1,4,F4M.webm,77,word,1651190871144,1651190873860,2716,false,false;practice,2,1,FN86H-CATCH.webm,66,,1651190876455,1651190878812,2357,true,true;practice,3,5,FN1H.webm,88,non-word,1651190881247,1651190884564,3317,false,false;practice,4,2,FN6M.webm,88,non-word,1651190886890,1651190889291,2401,false,false;practice,5,3,F2H-CATCH.webm,66,,1651190891313,1651190893903,2590,true,true;",
108,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,2,FN6M.webm,88,non-word,1651189733453,1651189742111,8658,false,false;practice,1,0,F40H.webm,77,word,1651189748123,1651189751909,3786,false,false;practice,2,3,F2H-CATCH.webm,66,,1651189756321,1651189758395,2074,true,true;practice,3,1,FN86H-CATCH.webm,88,non-word,1651189762982,1651189767804,4822,true,false;practice,4,4,F4M.webm,77,word,1651189783127,1651189786772,3645,false,false;practice,5,5,FN1H.webm,88,non-word,1651189790414,1651189794492,4078,false,false;",
138,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,2,FN6M.webm,88,non-word,1651191255355,1651191258226,2871,false,false;practice,1,3,F2H-CATCH.webm,66,,1651191262339,1651191264086,1747,true,true;practice,2,0,F40H.webm,77,word,1651191267406,1651191270349,2943,false,false;practice,3,5,FN1H.webm,88,non-word,1651191273377,1651191276044,2667,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651191278327,1651191280199,1872,true,true;practice,5,4,F4M.webm,77,word,1651191282732,1651191284953,2221,false,false;",
115,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,5,FN1H.webm,88,non-word,1651189999429,1651190008609,9180,false,false;practice,1,0,F40H.webm,77,word,1651190012621,1651190015687,3066,false,false;practice,2,2,FN6M.webm,88,non-word,1651190018702,1651190022143,3441,false,false;practice,3,1,FN86H-CATCH.webm,77,word,1651190025788,1651190028583,2795,true,false;practice,4,3,F2H-CATCH.webm,77,word,1651190045172,1651190048670,3498,true,false;practice,5,4,F4M.webm,77,word,1651190061724,1651190063926,2202,false,false;",
403,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,3,F2H-CATCH.webm,77,word,1651810793282,1651810796719,3437,true,false;practice,1,0,F40H.webm,77,word,1651810805414,1651810813686,8272,false,false;practice,2,2,FN6M.webm,88,non-word,1651810820210,1651810824853,4643,false,false;practice,3,1,FN86H-CATCH.webm,66,,1651810827339,1651810830134,2795,true,true;practice,4,5,FN1H.webm,88,non-word,1651810832382,1651810835374,2992,false,false;practice,5,4,F4M.webm,77,word,1651810837393,1651810840006,2613,false,false;",
424,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,2,FN6M.webm,88,non-word,1651816532282,1651816542196,9914,false,false;practice,1,4,F4M.webm,77,word,1651816548191,1651816553709,5518,false,false;practice,2,1,FN86H-CATCH.webm,77,word,1651816557066,1651816564142,7076,true,false;practice,3,0,F40H.webm,77,word,1651816572764,1651816577474,4710,false,false;practice,4,3,F2H-CATCH.webm,66,,1651816582227,1651816584806,2579,true,true;practice,5,5,FN1H.webm,88,non-word,1651816587933,1651816594773,6840,false,false;",
119,condition=H&label=S&respKeyExp=1&respKeyTest=0,"practice,0,4,F4M.webm,77,word,1651190324498,1651190328261,3763,false,false;practice,1,1,FN86H-CATCH.webm,88,non-word,1651190333653,1651190337637,3984,true,false;practice,2,0,F40H.webm,77,word,1651190356552,1651190363124,6572,false,false;practice,3,3,F2H-CATCH.webm,66,,1651190366206,1651190369749,3543,true,true;practice,4,2,FN6M.webm,88,non-word,1651190375488,1651190379556,4068,false,false;practice,5,5,FN1H.webm,88,non-word,1651190385025,1651190388795,3770,false,false;",
308,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,4,F4M.webm,77,word,1651795064770,1651795069595,4825,false,false;practice,1,3,F2H-CATCH.webm,88,non-word,1651795073304,1651795076978,3674,true,false;practice,2,1,FN86H-CATCH.webm,66,,1651795087905,1651795090153,2248,true,true;practice,3,5,FN1H.webm,88,non-word,1651795098298,1651795102052,3754,false,false;practice,4,2,FN6M.webm,88,non-word,1651795105148,1651795108153,3005,false,false;practice,5,0,F40H.webm,77,word,1651795111087,1651795113572,2485,false,false;",
163,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,77,word,1651777736805,1651777745052,8247,true,false;practice,1,0,F40H.webm,77,word,1651777779186,1651777783002,3816,false,false;practice,2,2,FN6M.webm,88,non-word,1651777789219,1651777795682,6463,false,false;practice,3,5,FN1H.webm,88,non-word,1651777800325,1651777804858,4533,false,false;practice,4,3,F2H-CATCH.webm,66,,1651777808114,1651777811002,2888,true,true;practice,5,4,F4M.webm,77,word,1651777814495,1651777818554,4059,false,false;",
402,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,77,word,1651810605070,1651810610363,5293,true,false;practice,1,3,F2H-CATCH.webm,77,word,1651810615597,1651810622225,6628,true,false;practice,2,4,F4M.webm,77,word,1651810629216,1651810632750,3534,false,false;practice,3,0,F40H.webm,77,word,1651810636492,1651810639214,2722,false,false;practice,4,2,FN6M.webm,88,non-word,1651810642130,1651810644876,2746,false,false;practice,5,5,FN1H.webm,88,non-word,1651810647584,1651810650265,2681,false,false;",
391,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,0,F40H.webm,77,word,1651810382273,1651810386264,3991,false,false;practice,1,1,FN86H-CATCH.webm,88,non-word,1651810394544,1651810398328,3784,true,false;practice,2,3,F2H-CATCH.webm,77,word,1651810405501,1651810408229,2728,true,false;practice,3,2,FN6M.webm,88,non-word,1651810425453,1651810428236,2783,false,false;practice,4,5,FN1H.webm,88,non-word,1651810431362,1651810433678,2316,false,false;practice,5,4,F4M.webm,77,word,1651810436530,1651810439704,3174,false,false;",
293,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,2,FN6M.webm,88,non-word,1651794168611,1651794173202,4591,false,false;practice,1,1,FN86H-CATCH.webm,66,,1651794179800,1651794182925,3125,true,true;practice,2,5,FN1H.webm,88,non-word,1651794186688,1651794189876,3188,false,false;practice,3,0,F40H.webm,77,word,1651794192522,1651794195847,3325,false,false;practice,4,4,F4M.webm,77,word,1651794201918,1651794204423,2505,false,false;practice,5,3,F2H-CATCH.webm,66,,1651794207041,1651794210737,3696,true,true;",
335,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,5,FN1H.webm,88,non-word,1651804137687,1651804141870,4183,false,false;practice,1,0,F40H.webm,77,word,1651804145508,1651804148609,3101,false,false;practice,2,4,F4M.webm,77,word,1651804151117,1651804153432,2315,false,false;practice,3,2,FN6M.webm,88,non-word,1651804157362,1651804159987,2625,false,false;practice,4,3,F2H-CATCH.webm,77,word,1651804162199,1651804167503,5304,true,false;practice,5,1,FN86H-CATCH.webm,66,,1651804176307,1651804178967,2660,true,true;",
226,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,4,F4M.webm,77,word,1651783779586,1651783784105,4519,false,false;practice,1,5,FN1H.webm,88,non-word,1651783788308,1651783791613,3305,false,false;practice,2,3,F2H-CATCH.webm,77,word,1651783794572,1651783797209,2637,true,false;practice,3,0,F40H.webm,77,word,1651783826254,1651783832581,6327,false,false;practice,4,2,FN6M.webm,88,non-word,1651783835381,1651783837925,2544,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651783841279,1651783843078,1799,true,true;",
199,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,4,F4M.webm,77,word,1651782345260,1651782353708,8448,false,false;practice,1,5,FN1H.webm,88,non-word,1651782360333,1651782364875,4542,false,false;practice,2,2,FN6M.webm,88,non-word,1651782368256,1651782371627,3371,false,false;practice,3,3,F2H-CATCH.webm,77,word,1651782374998,1651782377603,2605,true,false;practice,4,0,F40H.webm,77,word,1651782393355,1651782396851,3496,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651782399885,1651782403627,3742,true,true;",
160,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,0,F40H.webm,77,word,1651776606213,1651776610654,4441,false,false;practice,1,4,F4M.webm,77,word,1651776613523,1651776616900,3377,false,false;practice,2,1,FN86H-CATCH.webm,66,,1651776618711,1651776622032,3321,true,true;practice,3,2,FN6M.webm,88,non-word,1651776623815,1651776627670,3855,false,false;practice,4,5,FN1H.webm,88,non-word,1651776629359,1651776631942,2583,false,false;practice,5,3,F2H-CATCH.webm,77,word,1651776633626,1651776636683,3057,true,false;",
319,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,2,FN6M.webm,88,non-word,1651795764084,1651795768151,4067,false,false;practice,1,5,FN1H.webm,88,non-word,1651795773542,1651795779553,6011,false,false;practice,2,0,F40H.webm,77,word,1651795783770,1651795786879,3109,false,false;practice,3,4,F4M.webm,77,word,1651795789571,1651795791989,2418,false,false;practice,4,3,F2H-CATCH.webm,66,,1651795794451,1651795796386,1935,true,true;practice,5,1,FN86H-CATCH.webm,66,,1651795800096,1651795801630,1534,true,true;",
315,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,2,FN6M.webm,88,non-word,1651795220181,1651795227585,7404,false,false;practice,1,5,FN1H.webm,88,non-word,1651795232542,1651795236493,3951,false,false;practice,2,3,F2H-CATCH.webm,66,,1651795239918,1651795243380,3462,true,true;practice,3,1,FN86H-CATCH.webm,66,,1651795246634,1651795249006,2372,true,true;practice,4,0,F40H.webm,77,word,1651795251735,1651795254788,3053,false,false;practice,5,4,F4M.webm,77,word,1651795257756,1651795261450,3694,false,false;",
384,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,0,F40H.webm,77,word,1651811230208,1651811235312,5104,false,false;practice,1,4,F4M.webm,77,word,1651811239845,1651811242462,2617,false,false;practice,2,5,FN1H.webm,88,non-word,1651811244644,1651811248063,3419,false,false;practice,3,1,FN86H-CATCH.webm,88,non-word,1651811250956,1651811253759,2803,true,false;practice,4,3,F2H-CATCH.webm,66,,1651811263928,1651811265856,1928,true,true;practice,5,2,FN6M.webm,88,non-word,1651811268396,1651811271184,2788,false,false;",
211,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,66,,1651782788717,1651782791438,2721,true,true;practice,1,2,FN6M.webm,88,non-word,1651782796322,1651782799148,2826,false,false;practice,2,3,F2H-CATCH.webm,66,,1651782802078,1651782803942,1864,true,true;practice,3,0,F40H.webm,77,word,1651782806612,1651782809579,2967,false,false;practice,4,5,FN1H.webm,88,non-word,1651782812761,1651782815058,2297,false,false;practice,5,4,F4M.webm,77,word,1651782817504,1651782820143,2639,false,false;",
222,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,4,F4M.webm,77,word,1651783458008,1651783475215,17207,false,false;practice,1,3,F2H-CATCH.webm,66,,1651783481673,1651783487434,5761,true,true;practice,2,2,FN6M.webm,88,non-word,1651783492737,1651783498911,6174,false,false;practice,3,1,FN86H-CATCH.webm,66,,1651783503404,1651783506895,3491,true,true;practice,4,0,F40H.webm,77,word,1651783509547,1651783512853,3306,false,false;practice,5,5,FN1H.webm,88,non-word,1651783514890,1651783520045,5155,false,false;",
193,condition=M&label=S&respKeyExp=1&respKeyTest=0,"practice,0,4,F4M.webm,77,word,1651782340368,1651782343088,2720,false,false;practice,1,0,F40H.webm,77,word,1651782347810,1651782350328,2518,false,false;practice,2,2,FN6M.webm,88,non-word,1651782353571,1651782356976,3405,false,false;practice,3,5,FN1H.webm,88,non-word,1651782361191,1651782364592,3401,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651782367088,1651782369432,2344,true,true;practice,5,3,F2H-CATCH.webm,77,word,1651782372508,1651782374767,2259,true,false;",
328,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,0,F40H.webm,77,word,1651802067945,1651802072526,4581,false,false;practice,1,5,FN1H.webm,88,non-word,1651802079158,1651802082191,3033,false,false;practice,2,2,FN6M.webm,88,non-word,1651802085089,1651802088129,3040,false,false;practice,3,3,F2H-CATCH.webm,66,,1651802090611,1651802093418,2807,true,true;practice,4,4,F4M.webm,77,word,1651802096026,1651802099034,3008,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651802102698,1651802105317,2619,true,true;",
457,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,3,F2H-CATCH.webm,77,word,1651856074110,1651856078355,4245,true,false;practice,1,4,F4M.webm,77,word,1651856091656,1651856095046,3390,false,false;practice,2,5,FN1H.webm,88,non-word,1651856100733,1651856103828,3095,false,false;practice,3,1,FN86H-CATCH.webm,66,,1651856106895,1651856109859,2964,true,true;practice,4,2,FN6M.webm,88,non-word,1651856116117,1651856119523,3406,false,false;practice,5,0,F40H.webm,77,word,1651856125375,1651856128295,2920,false,false;",
90,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,3,F2H-CATCH.webm,77,word,1651188112235,1651188119628,7393,true,false;practice,1,0,F40H.webm,77,word,1651188136535,1651188142300,5765,false,false;practice,2,5,FN1H.webm,88,non-word,1651188146471,1651188151004,4533,false,false;practice,3,2,FN6M.webm,88,non-word,1651188153816,1651188157596,3780,false,false;practice,4,4,F4M.webm,77,word,1651188159712,1651188162732,3020,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651188168072,1651188171237,3165,true,true;",
86,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,4,F4M.webm,77,word,1651187349070,1651187352337,3267,false,false;practice,1,3,F2H-CATCH.webm,77,word,1651187359324,1651187364439,5115,true,false;practice,2,1,FN86H-CATCH.webm,88,non-word,1651187377199,1651187380014,2815,true,false;practice,3,0,F40H.webm,77,word,1651187389091,1651187392228,3137,false,false;practice,4,2,FN6M.webm,88,non-word,1651187397617,1651187400486,2869,false,false;practice,5,5,FN1H.webm,88,non-word,1651187403119,1651187407820,4701,false,false;",
364,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,3,F2H-CATCH.webm,77,word,1651807821039,1651807829998,8959,true,false;practice,1,4,F4M.webm,77,word,1651807846401,1651807852830,6429,false,false;practice,2,0,F40H.webm,77,word,1651807859079,1651807861950,2871,false,false;practice,3,5,FN1H.webm,88,non-word,1651807865418,1651807869483,4065,false,false;practice,4,1,FN86H-CATCH.webm,88,non-word,1651807872986,1651807884588,11602,true,false;practice,5,2,FN6M.webm,88,non-word,1651807894406,1651807899722,5316,false,false;",
142,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,88,non-word,1651191904999,1651191910536,5537,true,false;practice,1,0,F40H.webm,77,word,1651191930223,1651191932992,2769,false,false;practice,2,3,F2H-CATCH.webm,66,,1651191937466,1651191939223,1757,true,true;practice,3,5,FN1H.webm,88,non-word,1651191941957,1651191947352,5395,false,false;practice,4,4,F4M.webm,77,word,1651191950568,1651191952592,2024,false,false;practice,5,2,FN6M.webm,88,non-word,1651191954859,1651191957607,2748,false,false;",
