workerid,proliferate.condition,experiment_id,error
125,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
320,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
336,condition=H&label=S&respKeyExp=0&respKeyTest=0,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
203,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
367,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
167,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
314,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
195,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
174,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
412,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
251,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
317,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
165,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
425,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
439,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
318,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
223,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
283,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
246,condition=M&label=S&respKeyExp=1&respKeyTest=1,3eb3fa91-7ae3-49b9-b1bd-bec623420349,
